id,pondera_dem,region,sexo,edad,significado_cultura,concurre_museo,cuantas_veces_concurre_museo,frec_museo_historicos,frec_museo_cs_naturales,frec_museo_tecnologia,frec_museo_artes,frec_museo_antropologia_arquelogia,frec_museo_tematicos,pago_entrada_museo,gasto_museo,escucha_radio,escucha_musica,frec_escucha_musica,frec_genero_musica_folclore,frec_genero_musica_rock_extranjero,frec_genero_musica_rock_nacional,frec_genero_musica_clasica,frec_genero_musica_jazz,frec_genero_musica_cumbia,frec_genero_musica_reggaeton,frec_genero_musica_salsa,frec_genero_musica_melodica,frec_genero_musica_pop,frec_genero_musica_reggae,frec_genero_musica_electronica,frec_genero_musica_tango,frec_genero_musica_latinoamericana,concurre_recitales,frec_concurrir_recitales,cantidad_recitales,gasto_recitales,practica_musica,lee_diarios,lee_revistas,lee_libros,cuantos_libros_leyo,razon_ultima_lectura,otra_razon_ultima_lectura,cuantos_libros_compro,gasto_libros,frec_libros_papel,frec_libros_pantalla,pago_lectura_dispositivos,frec_libros_cuentos,frec_libros_novelas,frec_libros_poesia,frec_libros_ensayos,frec_libros_escolares,frec_libros_biografias,frec_libros_teatro,frec_libros_ciencia,frec_libros_comics,frec_libros_humor,frec_libros_autoayuda,frec_libros_historia,frec_libros_politica,frec_libros_salud,frec_libros_divulgacion,miro_tv,miro_peliculas_series_documentales,frec_audiovisual_animacion,frec_audiovisual_videos_musicales,frec_audiovisual_documentales,frec_audiovisual_humoristicos,frec_audiovisual_comedias,frec_audiovisual_peliculas,frec_audiovisual_series_novelas,gasto_audiovisual_streaming,concurre_cine,cuantas_veces_cine,razon_eleccion_pelicula,frec_cine_accion,frec_cine_aventura,frec_cine_scifi,frec_cine_suspenso,frec_cine_terror,frec_cine_drama,frec_cine_comedia,frec_cine_romantico,frec_cine_documental,frec_cine_infantiles,frec_cine_animacion,concurre_teatro,cuantas_veces_teatro,gasto_teatro,usa_internet,frec_usa_internet_mails,frec_usa_internet_noticias,frec_usa_internet_estudiar,frec_usa_internet_compras,frec_usa_internet_ver_youtubers,frec_usa_internet_leer_criticas_peliculas,frec_usa_internet_leer_criticas_libros,frec_usa_internet_buscar_activ_cultural,frec_usa_internet_tutoriales_musica,frec_usa_internet_tramites,horas_redes,minutos_redes,tipo_uso_internet,juega_videojuegos,participa_club,participa_centro_jubilados,participa_centro_religioso,participa_biblioteca,participa_local_politico,participa_colectividad_extranjera,participa_comunidad_indigenta,participa_cooperativa_barrial,participa_organizacion_social,concurre_boliches,tomo_clases_baile_canto,tomo_clases_actuacion,tomo_clases_arte,tomo_clases_literatura,tomo_clases_audiovisual,gasto_clases,nivel_estudios,entrevistadx_es_psh_hogar,situacion_psh,tiene_cobertura_medica_psh,hogar_tiene_internet,situacion_vivienda,NSEpuntaje,NSEcat1,horas_radio_total,horas_musica_total,horas_diario_total,horas_tv_total,horas_internet_total,horas_redes_total,horas_videojuegos_total,horas_consumo
209,3849,NEA,Mujer,52,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES",NO,,,,,,,,,,SI,SI,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,0,PRIMARIA INCOMPLETA,LA PERSONA QUE FUE ENTREVISTADA,ES JUBILADO/PENSIONADO,NO,SI,PROPIA,32,D2,6,2,0,3,6,0,0,17
366,4994,NOA,Mujer,13,"INFORMACION, ESTUDIAR, CONOCER",NO,,,,,,,,,,NO,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,HABITUALMENTE,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,NO,,,,NO,NO,NO,SI,1,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,0,0,ALGUNOS DIAS POR SEMANA,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,ALGUNA VEZ AL AÑO,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NS/NC,NO,,,,,,,,,,,,,,NO,,,SI,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,2,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,2400,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,SI,PROPIA,76,C2,0,3,0,2,8,2,2,17
415,5193,NOA,Varón,71,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,NO,,,,,,,,,,,,,,,,NO,,,,SI,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PRIMARIA COMPLETA,LA PERSONA QUE FUE ENTREVISTADA,ES JUBILADO/PENSIONADO,SI,NO,PROPIA,36,D2,10,0,3,4,0,0,0,17
438,12513,NOA,Mujer,34,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,NO,SI,ALGUNAS VECES AL MES,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,SI,ALGUNA VEZ CADA 3 MESES,3,400,NO,SI,NO,SI,5,PORQUE ESTABA EN SU CASA,,2,400,ALGUNAS VECES AL MES,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,0,SI,8,VIO LOS AVANCES EN EL CINE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NO,,,SI,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,3,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,0,TERCIARIO INCOMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,SI,PROPIA,52,D1,0,2,1,8,3,3,0,17
463,6948,NOA,Varón,31,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,NO,SI,TODOS O CASI TODOS LOS DIAS,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,ALGUNA VEZ AL AÑO O MENOS,1,200,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,0,NO,,,,,,,,,,,,,,NO,,,SI,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,3,0,NS/NC,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,PRIMARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,ES JUBILADO/PENSIONADO,SI,NO,PROPIA,32,D2,0,4,0,5,4,3,1,17
486,6027,NOA,Mujer,28,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,NO,,,,NO,SI,SI,SI,2,"SE LO HABIA RECOMENDADO UN AMIGO, FAMILIAR O CONOCIDO",,2,NS/NC,ALGUNAS VECES AL MES,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,SI,SI,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,0,NO,,,,,,,,,,,,,,NO,,,SI,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,SECUNDARIA COMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,NO,PROPIA,36,D2,3,1,0.5,2,10,0.5,0,17
499,7184,NOA,Mujer,48,"EL ARTE, LO CULTO",NO,,,,,,,,,,SI,SI,ALGUNOS DIAS POR SEMANA,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,CASI NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,SI,ALGUNA VEZ CADA 3 MESES,1,NS/NC,NO,NO,NO,SI,2,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,0,0,ALGUNA VEZ CADA 3 MESES,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,SI,SI,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,0,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,SI,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,TERCIARIO INCOMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,NO,PROPIA,36,D2,8,3,0,2,3,1,0,17
624,8653,NOA,Varón,45,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,SI,ALGUNOS DIAS POR SEMANA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NO,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,SI,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA COMPLETA,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,NO,NO,PROPIA,52,D1,3,8,0,0,3,3,0,17
716,1113,PATAGONIA,Mujer,19,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,SI,ALGUNA VEZ CADA 3 MESES,2,800,SI,SI,SI,SI,4,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,3,300,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,SI,SI,ALGUNA VEZ AL AÑO,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DIAS,0,SI,2,VIO LOS AVANCES EN EL CINE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,SI,2,500,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,3,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",SI,NO,NO,SI,SI,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,UNIVERSITARIO INCOMPLETO,LA PERSONA QUE FUE ENTREVISTADA,NO TRABAJA PERO TIENE OTROS INGRESOS COMO RENTAS O BECAS,SI,SI,ALQUILADA,64,C3,2,2,1,3,5,3,1,17
800,4250,PATAGONIA,Mujer,80,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,NO,,,,,,,,,,,,,,,,NO,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PRIMARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,ES JUBILADO/PENSIONADO,SI,NO,PROPIA,38,D2,5,0,0,12,0,0,0,17
895,3135,PATAGONIA,Varón,65,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,TODOS O CASI TODOS LOS MESES,1,0,NO,NO,SI,SI,1,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,0,0,TODOS O CASI TODOS LOS DIAS,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,SI,SI,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO,0,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PRIMARIA COMPLETA,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,SI,NO,PROPIA,52,D1,10,3,0,4,0,0,0,17
911,3644,PATAGONIA,Varón,19,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,CASI NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NO,,,,SI,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,NO,PROPIA,46,D1,3,3,1,4.5,3.5,2,0,17
1047,7141,CUYO,Mujer,20,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NO,,,,SI,NO,SI,SI,2,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,2,300,ALGUNAS VECES AL MES,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,DE VEZ EN CUANDO,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,0,NO,,,,,,,,,,,,,,NO,,,SI,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,ES JUBILADO/PENSIONADO,SI,SI,PROPIA,54,C3,4,4,0,1,6,2,0,17
1175,3679,CUYO,Varón,62,"LOS MODALES, EL BUEN COMPORTAMIENTO",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,0,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PRIMARIA COMPLETA,LA PERSONA QUE FUE ENTREVISTADA,ES JUBILADO/PENSIONADO,SI,NO,PROPIA,36,D2,12,2,0,3,0,0,0,17
1305,2112,NEA,Varón,61,"EL ARTE, LO CULTO",NO,,,,,,,,,,SI,SI,ALGUNAS VECES AL MES,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,NO,,,,SI,SI,SI,SI,3,POR TRABAJO,,0,0,"NO LEYO LIBROS EN PAPEL, SOLO EN PANTALLA",ALGUNOS DIAS POR SEMANA,NO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,SI,SI,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,0,NO,,,,,,,,,,,,,,NO,,,SI,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,,TERCIARIO INCOMPLETO,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,SI,SI,ALQUILADA,77,C2,2,5,1.5,3,5.5,0,0,17
1408,4507,CUYO,Mujer,43,"EL ARTE, LO CULTO",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,SI,ALGUNA VEZ CADA 3 MESES,2,300,NO,SI,NO,SI,2,PORQUE ESTABA EN SU CASA,,2,360,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NO,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,0,NO,,,,,,,,,,,,,,NO,,,SI,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,7,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,TERCIARIO COMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,SI,PROPIA,74,C2,0.5,1,1,1.5,6,7,0,17
1418,7819,CUYO,Mujer,40,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,SI,ALGUNOS DIAS POR SEMANA,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,ALGUNAS VECES AL MES,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,0,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,NO,PROPIA,32,D2,3,3,1,10,0,0,0,17
1464,4514,CUYO,Varón,60,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NO,,,,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,NO,NO,ALQUILADA,40,D1,4,6,1,6,0,0,0,17
